web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563791-366","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","But this image, captured by the James Webb and Hubble space telescopes, isn’t a case of galactic cannibalism — at least, not yet.",""
"1751563791-367","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","The smaller galaxy to the left, IC 2163, has ""slithered"" behind the larger one at right, NGC 2207, millions of years ago. Though we can’t wait around for millions of years to see what may happen next, researchers can use this crisp combination of mid-infrared light from Webb, and ultraviolet and visible light from Hubble to learn more about the pair, and improve models that may preview the galaxies’ upcoming ""thrills.""",""
"1751563791-368","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","Lee esta historia en español.",""
"1751563791-369","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","Stare deeply at these galaxies. They appear as if blood is pumping through the top of a flesh-free face. The long, ghastly “stare” of their searing eye-like cores shines out into the supreme cosmic darkness."
"1751563791-370","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","It’s good fortune that looks can be deceiving."
"1751563791-371","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","These galaxies have only grazed one another to date, with the smaller spiral on the left, cataloged as IC 2163, ever so slowly “creeping” behind NGC 2207, the spiral galaxy at right, millions of years ago."
"1751563791-372","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","The pair’s macabre colors represent a combination of mid-infrared light from NASA’s James Webb Space Telescope with visible and ultraviolet light from NASA’s Hubble Space Telescope."
"1751563791-373","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","Look for potential evidence of their “light scrape” in the shock fronts, where material from the galaxies may have slammed together. These lines represented in brighter red, including the “eyelids,” may cause the appearance of the galaxies’ bulging, vein-like arms."
"1751563791-374","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","The galaxies’ first pass may have also distorted their delicately curved arms, pulling out tidal extensions in several places. The diffuse, tiny spiral arms between IC 2163’s core and its far left arm may be an example of this activity. Even more tendrils look like they’re hanging between the galaxies’ cores. Another extension “drifts” off the top of the larger galaxy, forming a thin, semi-transparent arm that practically runs off screen."
"1751563791-375","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","Both galaxies have high star formation rates, like innumerable individual hearts fluttering all across their arms. Each year, the galaxies produce the equivalent of two dozen new stars that are the size of the Sun. Our Milky Way galaxy only forms the equivalent of two or three new Sun-like stars per year. Both galaxies have also hosted seven known supernovae in recent decades, a high number compared to an average of one every 50 years in the Milky Way. Each supernova may have cleared space in their arms, rearranging gas and dust that later cooled, and allowed many new stars to form."
"1751563791-376","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","To spot the star-forming “action sequences,” look for the bright blue areas captured by Hubble in ultraviolet light, and pink and white regions detailed mainly by Webb’s mid-infrared data. Larger areas of stars are known as super star clusters. Look for examples of these in the top-most spiral arm that wraps above the larger galaxy and points left. Other bright regions in the galaxies are mini starbursts — locations where many stars form in quick succession. Additionally, the top and bottom “eyelid” of IC 2163, the smaller galaxy on the left, is filled with newer star formation and burns brightly."
"1751563791-377","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","What’s next for these spirals? Over many millions of years, the galaxies may swing by one another repeatedly. It’s possible that their cores and arms will meld, leaving behind completely reshaped arms, and an even brighter, cyclops-like “eye” at the core. Star formation will also slow down once their stores of gas and dust deplete, and the scene will calm."
"1751563791-378","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","Want to “pull apart” these images? Examine the galaxies’ skeleton-like appearance in Webb’s mid-infrared image, and compare the Hubble and Webb images side by side."
"1751563791-379","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563791-380","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","https://webbtelescope.org/contents/news-releases/2024/news-2024-136?itemsPerPage=50&page=1","'Blood-Soaked' Eyes: NASA's Webb, Hubble Examine Galaxy Pair","","The Hubble Space Telescope has been operating for over three decades and continues to make ground-breaking discoveries that shape our fundamental understanding of the universe. Hubble is a project of international cooperation between NASA and ESA (European Space Agency). NASA’s Goddard Space Flight Center in Greenbelt, Maryland, manages the telescope and mission operations. Lockheed Martin Space, based in Denver, Colorado, also supports mission operations at Goddard. The Space Telescope Science Institute in Baltimore, Maryland, which is operated by the Association of Universities for Research in Astronomy, conducts Hubble science operations for NASA."
"1751563795-381","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","Legendary Star Lacks Evidence for Large Planet Construction",""
"1751563795-382","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","Ever since the dawn of human consciousness, skywatchers have been mystified by ""wandering stars."" These are the five visible planets circling our Sun. It was thought they influenced earthly affairs and allowed for future predictions through the pseudoscience of astrology. But real astronomers asked: where did the planets come from?",""
"1751563795-383","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","In the late 18th century, Immanuel Kant and Pierre-Simon Laplace hypothesized that the planets condensed out of a disk of dust and gas encircling the newborn Sun. This was based on the observations that the planet's orbits are co-planar, and they all move in the same direction, like a spinning phonograph record. In essence, their orbits are the residual skeleton of the long-vanished disk. But astronomers had to wait 200 years before the first telescopic evidence was collected that supported Kant and Laplace's conjecture. With the Infrared Astronomical Satellite (IRAS), they found a puzzling excess of infrared light from warm dust around the bright blue star Vega in the summer constellation Lyra. This was interpreted as a disk of planet-forming material. Observations with IRAS discovered that such disks are common around young stars. Vega was the first clue.",""
"1751563795-384","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","Teams of astronomers have now used the combined power of the Hubble and James Webb Space Telescopes to revisit the legendary Vega disk. Hubble sees debris the size of smoke particles, and Webb traces roughly sand-grain-sized particles. The big surprise is that there is no obvious evidence for one or more large planets plowing through the disk like snow tractors. This is common around other young stars. However, the Vega disk looks almost as smooth as a pancake, with no signs of planets. Vega is forcing astronomers to rethink the range and variety among planetary systems around other stars. The disk architecture apparently plays out differently around other star systems. Hubble and Webb are showing us that the starry sky is all about unanticipated diversity when it comes to planetary construction yards.",""
"1751563795-385","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","Lee esta historia en español.",""
"1751563795-386","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","In the 1997 movie ""Contact,"" adapted from Carl Sagan's 1985 novel, the lead character scientist Ellie Arroway (played by actor Jodi Foster) takes a space-alien-built wormhole ride to the star Vega. She emerges inside a snowstorm of debris encircling the star – but no obvious planets are visible."
"1751563795-387","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","It looks like the filmmakers got it right."
"1751563795-388","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","A team of astronomers at the University of Arizona, Tucson used NASA's Hubble and James Webb space telescopes for an unprecedented in-depth look at the nearly 100-billion-mile-diameter debris disk encircling Vega. ""Between the Hubble and Webb telescopes, you get this very clear view of Vega. It's a mysterious system because it's unlike other circumstellar disks we've looked at,"" said Andras Gáspár of the University of Arizona, a member of the research team. ""The Vega disk is smooth, ridiculously smooth."""
"1751563795-389","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","The big surprise to the research team is that there is no obvious evidence for one or more large planets plowing through the face-on disk like snow tractors. ""It's making us rethink the range and variety among exoplanet systems,"" said Kate Su of the University of Arizona, lead author of the paper presenting the Webb findings."
"1751563795-390","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","Webb sees the infrared glow from a disk of particles the size of sand swirling around the sizzling blue-white star that is 40 times brighter than our Sun. Hubble captures an outer halo of this disk, with particles no bigger than the consistency of smoke that are reflecting starlight."
"1751563795-391","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","The distribution of dust in the Vega debris disk is layered because the pressure of starlight pushes out the smaller grains faster than larger grains. ""Different types of physics will locate different-sized particles at different locations,"" said Schuyler Wolff of the University of Arizona team, lead author of the paper presenting the Hubble findings. ""The fact that we're seeing dust particle sizes sorted out can help us understand the underlying dynamics in circumstellar disks."""
"1751563795-392","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","The Vega disk does have a subtle gap, around 60 AU (astronomical units) from the star (twice the distance of Neptune from the Sun), but otherwise is very smooth all the way in until it is lost in the glare of the star. This shows that there are no planets down at least to Neptune-mass circulating in large orbits, as in our solar system, say the researchers."
"1751563795-393","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","""We're seeing in detail how much variety there is among circumstellar disks, and how that variety is tied into the underlying planetary systems. We’re finding a lot out about the planetary systems – even when we can’t see what might be hidden planets,"" added Su. ""There's still a lot of unknowns in the planet-formation process, and I think these new observations of Vega are going to help constrain models of planet formation."""
"1751563795-394","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","Newly forming stars accrete material from a disk of dust and gas that is the flattened remnant of the cloud from which they are forming. In the mid-1990s Hubble found disks around many newly forming stars. The disks are likely sites of planet formation, migration, and sometimes destruction. Fully matured stars like Vega have dusty disks enriched by ongoing ""bumper car"" collisions among orbiting asteroids and debris from evaporating comets. These are primordial bodies that can survive up to the present 450-million-year age of Vega (our Sun is approximately ten times older than Vega). Dust within our solar system (seen as the Zodiacal light) is also replenished by minor bodies ejecting dust at a rate of about 10 tons per second. This dust is shoved around by planets. This provides a strategy for detecting planets around other stars without seeing them directly – just by witnessing the effects they have on the dust."
"1751563795-395","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","""Vega continues to be unusual,"" said Wolff. ""The architecture of the Vega system is markedly different from our own solar system where giant planets like Jupiter and Saturn are keeping the dust from spreading the way it does with Vega."""
"1751563795-396","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","For comparison, there is a nearby star, Fomalhaut, which is about the same distance, age and temperature as Vega. But Fomalhaut's circumstellar architecture is greatly different from Vega's. Fomalhaut has three nested debris belts."
"1751563795-397","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","Planets are suggested as shepherding bodies around Fomalhaut that gravitationally constrict the dust into rings, though no planets have been positively identified yet. ""Given the physical similarity between the stars of Vega and Fomalhaut, why does Fomalhaut seem to have been able to form planets and Vega didn't?"" said team member George Rieke of the University of Arizona, a member of the research team. ""What's the difference? Did the circumstellar environment, or the star itself, create that difference? What's puzzling is that the same physics is at work in both,"" added Wolff."
"1751563795-398","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","Located in the summer constellation Lyra, Vega is one of the brightest stars in the northern sky. Vega is legendary because it offered the first evidence for material orbiting a star – presumably the stuff for making planets – as potential abodes of life. This was first hypothesized by Immanuel Kant in 1775. But it took over 200 years before the first observational evidence was collected in 1984. A puzzling excess of infrared light from warm dust was detected by NASA's IRAS (Infrared Astronomy Satellite). It was interpreted as a shell or disk of dust extending twice the orbital radius of Pluto from the star."
"1751563795-399","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","In 2005 NASA's infrared Spitzer Space Telescope mapped out a ring of dust around Vega. This was further confirmed by observations using submillimeter telescopes including Caltech's Submillimeter Observatory on Mauna Kea, Hawaii, and also the Atacama Large Millimeter/submillimeter Array (ALMA) in Chile, and ESA's (European Space Agency's) Herschel Space Telescope, but none of these telescopes could see much detail. ""The Hubble and Webb observations together provide so much more detail that they are telling us something completely new about the Vega system that nobody knew before,"" said Rieke."
"1751563795-400","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","Two papers from the Arizona team will be published in The Astrophysical Journal."
"1751563795-401","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","The James Webb Space Telescope is the world's premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563795-402","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","https://webbtelescope.org/contents/news-releases/2024/news-2024-030?itemsPerPage=50&page=1","NASA's Hubble, Webb Probe Surprisingly Smooth Disk Around Vega","","The Hubble Space Telescope has been operating for over three decades and continues to make ground-breaking discoveries that shape our fundamental understanding of the universe. Hubble is a project of international cooperation between NASA and ESA (European Space Agency). NASA's Goddard Space Flight Center in Greenbelt, Maryland, manages the telescope and mission operations. Lockheed Martin Space, based in Denver, Colorado, also supports mission operations at Goddard. The Space Telescope Science Institute in Baltimore, Maryland, which is operated by the Association of Universities for Research in Astronomy, conducts Hubble science operations for NASA."
"1751563799-403","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","Powerful mid-infrared instrument resolves clumpy nature of dusty disk",""
"1751563799-404","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","There’s somewhat of an inside joke in the astronomical community that researchers aren’t the best at naming things. For example, the first star observed by Webb is named HD 84406. Not so catchy. Neither is galaxy cluster MACS0416, a deep field imaged by Webb recently.",""
"1751563799-405","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","There are exceptions to this, though. Think the Hourglass Nebula, the Cigar Galaxy, or the Cat’s Paw Nebula. All named for the objects on Earth that they resemble. The Sombrero Galaxy is aptly named for its likeness to the wide-brimmed hat.",""
"1751563799-406","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","However, it appears the name is not always accurate, as NASA’s James Webb Space Telescope’s look shows. In the mid-infrared, the 'crown' of the 'hat' is no longer visible, causing the galaxy to take on a much different appearance.",""
"1751563799-407","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","Lee esta historia en español.",""
"1751563799-408","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","In a new image from NASA’s James Webb Space Telescope, a galaxy named for its resemblance to a broad-brimmed Mexican hat appears more like an archery target."
"1751563799-409","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","In Webb’s mid-infrared view of the Sombrero galaxy, also known as Messier 104 (M104), the signature, glowing core seen in visible-light images does not shine, and instead a smooth inner disk is revealed. The sharp resolution of Webb’s MIRI (Mid-Infrared Instrument) also brings into focus details of the galaxy’s outer ring, providing insights into how the dust, an essential building block for astronomical objects in the universe, is distributed. The galaxy’s outer ring, which appeared smooth like a blanket in imaging from NASA’s retired Spitzer Space Telescope, shows intricate clumps in the infrared for the first time."
"1751563799-410","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","Researchers say the clumpy nature of the dust, where MIRI detects carbon-containing molecules called polycyclic aromatic hydrocarbons, can indicate the presence of young star-forming regions. However, unlike some galaxies studied with Webb, including Messier 82, where 10 times as many stars are born than the Milky Way galaxy, the Sombrero galaxy is not a particular hotbed of star formation. The rings of the Sombrero galaxy produce less than one solar mass of stars per year, in comparison to the Milky Way’s roughly two solar masses a year."
"1751563799-411","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","Even the supermassive black hole, also known as an active galactic nucleus, at the center of the Sombrero galaxy is rather docile, even at a hefty 9-billion-solar masses. It’s classified as a low luminosity active galactic nucleus, slowly snacking on infalling material from the galaxy, while sending off a bright, relatively small, jet."
"1751563799-412","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","Also within the Sombrero galaxy dwell some 2,000 globular clusters, collections of hundreds of thousands of old stars held together by gravity. This type of system serves as a pseudo laboratory for astronomers to study stars — thousands of stars within one system with the same age, but varying masses and other properties is an intriguing opportunity for comparison studies."
"1751563799-413","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","In the MIRI image, galaxies of varying shapes and colors litter the background of space. The different colors of these background galaxies can tell astronomers about their properties, including how far away they are."
"1751563799-414","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","The Sombrero galaxy is around 30 million light-years from Earth in the constellation Virgo."
"1751563799-415","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","Stunning images like this, and an array of discoveries in the study of exoplanets, galaxies through time, star formation, and our own solar system, are still just the beginning. Recently, scientists from all over the world applied for observation time with Webb during its fourth year of science operations, which begins in July 2025."
"1751563799-416","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","General Observer time with Webb is more competitive than ever. A record-breaking 2,377 proposals were submitted by the Oct. 15, 2024 deadline, requesting about 78,000 hours of observation time. This is an oversubscription rate, the ratio defining the observation hours requested versus the actual time available in one year of Webb’s operations, of around 9 to 1."
